epoch,acc,loss,val_acc,val_loss
0,0.9363160502695338,0.16500859064035303,0.9634203616641622,0.09111629044357288
1,0.9628088761667635,0.09268266910153103,0.964970180405056,0.08667508408810959
2,0.9641080981048988,0.08928819807586902,0.9648465892787655,0.0868134214322966
3,0.9645740403951425,0.08780720382172018,0.9656394832635642,0.08460948186179088
4,0.9650070533795496,0.08671098403111269,0.9653029313926533,0.08570095113290738
