Loss,Accuracy,Batch
0.38412905,0.8493194,3260
0.40261906,0.8453438,3270
0.38404483,0.8531948,3280
0.33013025,0.8680861,3290
0.40887195,0.83573663,3300
0.3670267,0.8538379,3310
0.36226928,0.8573688,3320
0.39957464,0.8350063,3330
0.41864106,0.83175296,3340
0.39395982,0.83216095,3350
0.41823074,0.8437504,3360
0.39287618,0.842823,3370
0.32351235,0.86853427,3380
0.46283674,0.8070209,3390
0.39240324,0.83551747,3400
0.39986104,0.8440471,3410
0.39881974,0.839745,3420
0.38975474,0.8314755,3430
0.42905143,0.83307135,3440
0.37061965,0.84884584,3450
0.37803316,0.83961755,3460
0.40117428,0.83809716,3470
0.3669841,0.8548637,3480
0.35828876,0.863069,3490
0.36031368,0.85613114,3500
0.3799202,0.854147,3510
0.33772326,0.86963046,3520
0.2985122,0.8825258,3530
0.39683467,0.83995336,3540
0.38087595,0.84097904,3550
0.31886488,0.87425554,3560
0.41833058,0.8290896,3570
0.38926965,0.8516777,3580
0.3642991,0.85818,3590
0.43567783,0.82736915,3600
0.4135865,0.8304989,3610
0.4091276,0.834804,3620
0.4471752,0.8241101,3630
0.42319438,0.83183616,3640
0.38440076,0.84634554,3650
0.40026447,0.83291125,3660
0.42586783,0.81976944,3670
0.4151367,0.8435089,3680
0.33918798,0.86425537,3690
0.35030994,0.86161065,3700
0.3861136,0.8423506,3710
0.4331376,0.82197076,3720
0.45250437,0.8102249,3730
0.3441439,0.85822046,3740
0.32563403,0.8680055,3750
0.3878271,0.84694153,3760
0.41201618,0.8260022,3770
0.48503065,0.7946798,3780
0.39057568,0.84084725,3790
0.38940027,0.8408404,3800
0.33421063,0.8750006,3810
0.37929717,0.8420052,3820
0.44425422,0.8133225,3830
0.3870144,0.845715,3840
0.36185157,0.8525401,3850
0.31181738,0.87668586,3860
0.35172397,0.86066395,3870
0.486568,0.8133479,3880
0.39296666,0.83575284,3890
0.4268925,0.8301976,3900
0.40017977,0.83268017,3910
0.40510014,0.8263101,3920
0.33908305,0.8635519,3930
0.36527917,0.8500446,3940
0.31857124,0.8720425,3950
0.36088184,0.858835,3960
0.34151113,0.8614603,3970
0.38532102,0.8371317,3980
0.38127947,0.852727,3990
0.39894792,0.8441091,4000
0.47565937,0.7969677,4010
0.33979076,0.8700545,4020
0.37176678,0.8545641,4030
0.44151428,0.81758404,4040
0.4132481,0.8283806,4050
0.4512065,0.80908185,4060
0.37020686,0.84606135,4070
0.36979064,0.85221905,4080
0.39450312,0.8370364,4090
0.3540308,0.8613628,4100
0.38851726,0.8406608,4110
0.3268921,0.8683916,4120
0.3818609,0.8414187,4130
0.3825077,0.8451515,4140
0.46321929,0.8098434,4150
0.42115676,0.8255678,4160
0.32058272,0.87609786,4170
0.3693325,0.8457522,4180
0.31005713,0.8727482,4190
0.37953454,0.8516218,4200
0.4271971,0.8193295,4210
0.3706721,0.84517306,4220
0.38371494,0.8477924,4230
0.39505947,0.8421303,4240
0.3747117,0.8610401,4250
0.3428013,0.8670175,4260
0.39393523,0.8296432,4270
0.4266225,0.8333206,4280
0.34022105,0.8635358,4290
0.38178536,0.84629136,4300
0.40905702,0.8275194,4310
0.41343623,0.82452434,4320
0.35949227,0.8505165,4330
0.4531928,0.810219,4340
0.3301874,0.8647602,4350
0.33238828,0.863509,4360
0.3513416,0.85373384,4370
0.4239581,0.8198435,4380
0.3736281,0.8542327,4390
0.41983035,0.83614445,4400
0.38638756,0.8553617,4410
0.35908347,0.85589224,4420
0.36641076,0.853478,4430
0.40146092,0.83148193,4440
0.42175996,0.82553077,4450
0.3763089,0.8491736,4460
0.39890328,0.833267,4470
0.35778758,0.8569202,4480
0.4172649,0.83248043,4490
0.44577244,0.8207067,4500
0.40075362,0.84009993,4510
0.3102837,0.87909395,4520
0.3788477,0.8543729,4530
0.37158927,0.84880567,4540
0.4153283,0.828639,4550
0.33992398,0.8587911,4560
0.30981413,0.8835718,4570
0.356354,0.8540888,4580
0.30985248,0.8787144,4590
0.36701238,0.8521216,4600
0.44375905,0.82086337,4610
0.3843114,0.844936,4620
0.4042839,0.83184934,4630
0.3827792,0.84737074,4640
0.42377338,0.83186716,4650
0.39833698,0.8384216,4660
0.37579477,0.8543274,4670
0.3032178,0.87938213,4680
0.39482749,0.84617144,4690
0.36759797,0.84876615,4700
0.38182232,0.8511329,4710
0.32956603,0.87463987,4720
0.35824078,0.8612931,4730
0.32250753,0.8720553,4740
0.3625765,0.85401976,4750
0.32986638,0.8623906,4760
0.39319038,0.84188,4770
0.3871271,0.84710866,4780
0.3982859,0.8316761,4790
0.32806793,0.86685807,4800
0.35065338,0.8645885,4810
0.46097514,0.80755687,4820
0.44614697,0.80836236,4830
0.31218326,0.8811077,4840
0.37166727,0.84701484,4850
0.39561108,0.83825874,4860
0.3637436,0.8636118,4870
0.40077123,0.8391705,4880
0.31292886,0.8784897,4890
0.383393,0.8475174,4900
0.3772488,0.8516147,4910
0.4226099,0.82755667,4920
0.38055086,0.8453432,4930
0.40878785,0.8306004,4940
0.3358957,0.8665579,4950
0.3512484,0.86567134,4960
0.34129655,0.8630391,4970
0.29559028,0.8837597,4980
0.37046698,0.8478979,4990
0.30430433,0.8822348,5000
0.36210448,0.8537002,5010
0.37038186,0.85749394,5020
0.3347748,0.8614886,5030
0.34748438,0.86167926,5040
0.36207265,0.8495338,5050
0.38358295,0.83861274,5060
0.32867983,0.863472,5070
0.36053917,0.85380936,5080
0.4092552,0.83336693,5090
0.31894624,0.87185186,5100
0.3656455,0.8489333,5110
0.47731924,0.8015559,5120
0.3442086,0.8579581,5130
0.3537092,0.8629108,5140
0.409334,0.8272485,5150
0.41797724,0.83095205,5160
0.3797079,0.85425764,5170
0.35444623,0.8474969,5180
0.41584814,0.8383677,5190
0.32294452,0.87516254,5200
0.39817846,0.8382204,5210
0.39883232,0.83965623,5220
0.34400046,0.8579729,5230
0.40574777,0.84171045,5240
0.46048298,0.8220878,5250
0.39445344,0.8364268,5260
0.43687174,0.82009584,5270
0.38776448,0.8465532,5280
0.41076612,0.83166337,5290
0.36587697,0.8498798,5300
0.44038466,0.82092184,5310
0.3804764,0.8486895,5320
0.30588755,0.8821215,5330
0.35180148,0.85625213,5340
0.40018323,0.8356464,5350
0.34180105,0.8664238,5360
0.37790158,0.84602636,5370
0.32128608,0.8757385,5380
0.44120637,0.815051,5390
0.46778753,0.80576533,5400
0.3676239,0.85801023,5410
0.32122734,0.8759968,5420
0.3061287,0.8672636,5430
0.43126678,0.8256029,5440
0.41183865,0.8293715,5450
0.3999158,0.8385692,5460
0.403209,0.83400154,5470
0.37304977,0.8471813,5480
0.31691372,0.8774044,5490
0.43141663,0.82410806,5500
0.27265123,0.88964134,5510
0.44644487,0.8214544,5520
0.40770528,0.831414,5530
0.36171237,0.85229516,5540
0.4422304,0.80606,5550
0.36427784,0.85101837,5560
0.35141668,0.8555863,5570
0.41555145,0.8389974,5580
0.3408678,0.86925787,5590
0.4168627,0.83936715,5600
0.40244877,0.83630157,5610
0.34819046,0.8653065,5620
0.47348738,0.8015621,5630
0.41445783,0.830167,5640
0.35413682,0.85104173,5650
0.28486115,0.8840822,5660
0.38323352,0.83733785,5670
0.44941708,0.81837904,5680
0.3336385,0.86492807,5690
0.40622416,0.8291659,5700
0.4011735,0.82908,5710
0.36031693,0.8469543,5720
0.43743837,0.8177687,5730
0.3988981,0.8392107,5740
0.39325255,0.84023994,5750
0.40052912,0.8390801,5760
0.40273926,0.84200823,5770
0.36107242,0.8475263,5780
0.4080938,0.83457875,5790
0.3879193,0.8404606,5800
0.39696464,0.84211695,5810
0.34877998,0.8589866,5820
0.3409288,0.86417335,5830
0.34019372,0.8645265,5840
0.38919467,0.8457628,5850
0.37443307,0.84853,5860
0.3614664,0.8530117,5870
0.4171384,0.83256346,5880
0.3383083,0.8674776,5890
0.42631227,0.83095205,5900
0.346875,0.8637907,5910
0.37856847,0.8506561,5920
0.33196196,0.8640913,5930
0.37435028,0.84777814,5940
0.36395314,0.8591625,5950
0.33526805,0.86204296,5960
0.34007242,0.861425,5970
0.36544907,0.8525148,5980
0.38853914,0.84990746,5990
0.4055831,0.83309656,6000
0.35799336,0.8584148,6010
0.37810612,0.8452145,6020
0.40300038,0.8417488,6030
0.3811134,0.8444368,6040
0.40137812,0.843384,6050
0.4077524,0.83487946,6060
0.42546928,0.8272849,6070
0.34468755,0.8596677,6080
0.27961195,0.8890692,6090
0.4405835,0.8227618,6100
0.34430015,0.85964644,6110
0.34212348,0.8653795,6120
0.392284,0.83120537,6130
0.36313272,0.8496422,6140
0.41371042,0.83801824,6150
0.3780588,0.85776865,6160
0.4013028,0.83373123,6170
0.289952,0.88627857,6180
0.42628238,0.82593876,6190
0.3930811,0.83928305,6200
0.36147073,0.8462343,6210
0.3230105,0.8759663,6220
0.30415288,0.8709467,6230
0.32318395,0.86998725,6240
0.36699077,0.85031146,6250
0.3741419,0.8540887,6260
0.3595247,0.8474114,6270
0.47306558,0.8271603,6280
0.3424414,0.8654023,6290
0.344544,0.8658461,6300
0.38866875,0.84037614,6310
0.43271235,0.8166902,6320
0.39619607,0.83408475,6330
0.36022007,0.8552511,6340
0.3973217,0.8270706,6350
0.38694045,0.8436279,6360
0.37333223,0.8493548,6370
0.38284242,0.8443728,6380
0.39042738,0.8404211,6390
0.37610453,0.8448891,6400
0.33827862,0.8602007,6410
0.37614423,0.842015,6420
0.36541376,0.84804916,6430
0.3204666,0.8690606,6440
0.31234062,0.8738298,6450
0.35672334,0.8533218,6460
0.35834745,0.85891706,6470
0.33176965,0.8663008,6480
0.366702,0.8561354,6490
0.40990373,0.8295166,6500
0.35562262,0.8539348,6510
0.35712624,0.86073786,6520
0.3331625,0.8678842,6530
0.32928368,0.8651726,6540
0.3957902,0.8354406,6550
0.38878754,0.84212375,6560
0.3633334,0.85039806,6570
0.3780012,0.84674853,6580
0.45623294,0.81521136,6590
0.32975462,0.8651493,6600
0.36659762,0.84809583,6610
0.33247986,0.86585355,6620
0.36661252,0.85633755,6630
0.36735782,0.8526922,6640
0.32901192,0.8616148,6650
0.36261794,0.8576241,6660
0.3696988,0.85296655,6670
0.3609141,0.8497989,6680
0.42066774,0.83589077,6690
0.32728076,0.86697143,6700
0.3800627,0.8499266,6710
0.40750253,0.8409207,6720
0.40358335,0.83259505,6730
0.34685466,0.85884684,6740
0.33664683,0.8688301,6750
0.32412705,0.87146795,6760
0.3767702,0.85444874,6770
0.30522838,0.88338125,6780
0.3757353,0.8612497,6790
0.36603728,0.8537484,6800
0.39020407,0.8485273,6810
0.31539795,0.8734638,6820
0.35368606,0.858018,6830
0.36251467,0.85882455,6840
0.3292515,0.8657849,6850
0.34314415,0.8626106,6860
0.35917982,0.85726815,6870
0.2738172,0.88987005,6880
0.30727422,0.8787025,6890
0.36589268,0.8549835,6900
0.26157922,0.8972091,6910
0.37822095,0.84457415,6920
0.32329032,0.8723379,6930
0.3394545,0.8685849,6940
0.31846336,0.8776467,6950
0.33686674,0.8620245,6960
0.35592654,0.860715,6970
0.4080058,0.8380091,6980
0.3384938,0.86473125,6990
0.3097453,0.874777,7000
0.34764174,0.86605585,7010
0.38876656,0.8494497,7020
0.32748982,0.86675584,7030
0.3352309,0.8579165,7040
0.3049022,0.87090033,7050
0.35476568,0.85839903,7060
0.3255291,0.8741141,7070
0.40299165,0.8365498,7080
0.42135182,0.8335346,7090
0.34566638,0.8703819,7100
0.32515296,0.8771815,7110
0.33714283,0.86286855,7120
0.34387457,0.8585341,7130
0.32153216,0.87081283,7140
0.29596603,0.8794822,7150
0.31660235,0.873231,7160
0.41800693,0.823482,7170
0.37941977,0.84382725,7180
0.3415542,0.86366117,7190
0.3496642,0.85781497,7200
0.364688,0.8546517,7210
0.28233168,0.8896278,7220
0.350749,0.8594612,7230
0.31351843,0.87241745,7240
0.35348263,0.8536578,7250
0.35002726,0.8604296,7260
0.35078636,0.858601,7270
0.3925629,0.8413506,7280
0.31794372,0.8755076,7290
0.36358097,0.8485163,7300
0.37209567,0.850213,7310
0.31650192,0.8711736,7320
0.3426471,0.8667257,7330
0.3247563,0.87353855,7340
0.41943276,0.8376345,7350
0.42519304,0.82810694,7360
0.33540234,0.86811525,7370
0.40537217,0.8384915,7380
0.38686264,0.84703505,7390
0.3013151,0.8763851,7400
0.35181913,0.85529274,7410
0.29503724,0.87836224,7420
0.37543792,0.8491366,7430
0.30279073,0.88567334,7440
0.3302294,0.86880624,7450
0.33514985,0.8602367,7460
0.41263497,0.8383418,7470
0.2777202,0.8907461,7480
0.28847882,0.8824291,7490
0.3710047,0.85317856,7500
0.3371652,0.8666275,7510
0.36239758,0.8508272,7520
0.3040306,0.87907314,7530
0.3430423,0.86744857,7540
0.3171755,0.8723059,7550
0.34749928,0.8699653,7560
0.33515435,0.85572505,7570
0.30299142,0.88057065,7580
0.32098123,0.87135375,7590
0.33476317,0.87004316,7600
0.3008057,0.8814859,7610
0.35043153,0.85754013,7620
0.3632783,0.8504242,7630
0.27427813,0.892504,7640
0.3622806,0.85345024,7650
0.3024551,0.8789059,7660
0.36195764,0.85388225,7670
0.33830407,0.8607906,7680
0.33842507,0.86856234,7690
0.36658326,0.85934603,7700
0.33270976,0.86585784,7710
0.36428833,0.85319084,7720
0.30658597,0.8785643,7730
0.29297805,0.88580585,7740
0.40535215,0.8432445,7750
0.30351907,0.8783665,7760
0.32688,0.8702806,7770
0.3813933,0.85113335,7780
0.35402027,0.85507524,7790
0.35688975,0.8525215,7800
0.32101765,0.8692608,7810
0.2616583,0.89807224,7820
0.37962675,0.8435552,7830
0.31939366,0.8725428,7840
0.3365816,0.86394596,7850
0.33564755,0.859416,7860
0.36194575,0.86034685,7870
0.30554822,0.8770329,7880
0.28952467,0.8839548,7890
0.30622247,0.8770844,7900
0.31663337,0.8697482,7910
0.3405976,0.8626527,7920
0.35921097,0.8575796,7930
0.3384449,0.85797006,7940
0.40066597,0.8568964,7950
0.33073297,0.8663792,7960
0.34834993,0.85895216,7970
0.34681648,0.8644751,7980
0.33680236,0.86700344,7990
0.35676786,0.8573402,8000
0.3322059,0.86725736,8010
0.31118628,0.87611,8020
0.2956817,0.8798179,8030
0.32590267,0.86974466,8040
0.38484,0.84270424,8050
0.3254935,0.86509377,8060
0.29129305,0.88190174,8070
0.35348395,0.8618656,8080
0.34136242,0.8608246,8090
0.33341727,0.8675213,8100
0.30014697,0.8827896,8110
0.2839657,0.88768965,8120
0.33891395,0.8658572,8130
0.32157996,0.8777838,8140
0.2612276,0.8964308,8150
0.3073426,0.8769814,8160
0.29361236,0.8876531,8170
0.35016564,0.85674745,8180
0.32048032,0.8721451,8190
0.3930526,0.84669954,8200
0.31309158,0.8739258,8210
0.30122113,0.87557524,8220
0.31316435,0.8720791,8230
0.33900574,0.8596151,8240
0.31345546,0.87609637,8250
0.30463505,0.8790826,8260
0.36765203,0.84997535,8270
0.35571745,0.85345435,8280
0.3006895,0.8771181,8290
0.3779322,0.844578,8300
0.33016986,0.8623323,8310
0.3371414,0.8675595,8320
0.27636036,0.8895845,8330
0.34162858,0.8658009,8340
0.31173527,0.8715675,8350
0.3671091,0.85060865,8360
0.34019205,0.8649502,8370
0.29563162,0.88441294,8380
0.35345638,0.86360455,8390
0.29774967,0.8762546,8400
0.3647933,0.85615736,8410
0.34990168,0.8605468,8420
0.34124967,0.858288,8430
0.4375385,0.8263139,8440
0.3455027,0.8547102,8450
0.33055866,0.86955523,8460
0.42869416,0.83415145,8470
0.36208493,0.84943485,8480
0.32477856,0.86207795,8490
0.32129094,0.87215096,8500
0.3528762,0.8612442,8510
0.36431405,0.8536735,8520
0.3681404,0.84751946,8530
0.4055772,0.8409552,8540
0.37792024,0.84553915,8550
0.35777104,0.8550304,8560
0.40144756,0.8374886,8570
0.31484926,0.8806755,8580
0.3583527,0.8575281,8590
0.33264628,0.86819595,8600
0.31952295,0.8730428,8610
0.3384968,0.86150014,8620
0.37159988,0.8605774,8630
0.39283302,0.8433357,8640
0.39416838,0.8407696,8650
0.30679318,0.872977,8660
0.39074335,0.832141,8670
0.33222768,0.8675255,8680
0.39828616,0.8372906,8690
0.34990743,0.85914594,8700
0.36027604,0.8468943,8710
0.39480257,0.8433313,8720
0.39916915,0.839657,8730
0.3117018,0.87382567,8740
0.3609603,0.8572578,8750
0.3429239,0.86332107,8760
0.29447153,0.8786251,8770
0.29686722,0.88110834,8780
0.32041132,0.8687527,8790
0.37016514,0.8547964,8800
0.42010593,0.8263301,8810
0.34137437,0.8641269,8820
0.3234783,0.8679371,8830
0.32962525,0.8705093,8840
0.35086,0.85867745,8850
0.35311577,0.85812,8860
0.38356438,0.8387981,8870
0.33484286,0.86919093,8880
0.35858938,0.84707856,8890
0.3341092,0.85975546,8900
0.3234204,0.8769956,8910
0.37187025,0.84590167,8920
0.40987718,0.8290238,8930
0.30804083,0.8769402,8940
0.35455278,0.86283296,8950
0.36586455,0.8533254,8960
0.43952933,0.8242738,8970
0.3459841,0.8580599,8980
0.30205992,0.88688165,8990
0.32431376,0.87197214,9000
0.3073721,0.87733006,9010
0.40149766,0.83260924,9020
0.3148978,0.8739191,9030
0.29859254,0.8836917,9040
0.34472957,0.86459845,9050
0.3971938,0.83269924,9060
0.34193093,0.86057186,9070
0.31982318,0.86738294,9080
0.34872222,0.8622059,9090
0.38517883,0.8422617,9100
0.3931202,0.83912146,9110
0.37235096,0.853054,9120
0.3285423,0.871961,9130
0.3150789,0.87130547,9140
0.30516472,0.87381613,9150
0.34715834,0.86231256,9160
0.36503565,0.8555496,9170
0.3597916,0.86110836,9180
0.31137112,0.8742849,9190
0.40378714,0.83450884,9200
0.31181037,0.8736209,9210
0.3971585,0.84307075,9220
0.34966022,0.863817,9230
0.37147996,0.85260576,9240
0.37290582,0.8528814,9250
0.3514168,0.8605805,9260
0.30058333,0.88083595,9270
0.32885903,0.87391126,9280
0.24671268,0.9006424,9290
0.300413,0.8825092,9300
0.30754283,0.8777161,9310
0.34106687,0.8666866,9320
0.3106435,0.8737133,9330
0.32045463,0.87344265,9340
0.38949835,0.8401792,9350
0.33063763,0.86386704,9360
0.42775133,0.8286362,9370
0.33275402,0.8712596,9380
0.3950806,0.839222,9390
0.32057443,0.8720747,9400
0.34939528,0.86084193,9410
0.34233156,0.8596144,9420
