Loss,Accuracy,Batch
0.13040791,0.9446577,6310
0.1164447,0.9505629,6320
0.12252083,0.9489765,6330
0.14570996,0.93513703,6340
0.120798945,0.94766814,6350
0.13171321,0.94243085,6360
0.14504705,0.9368118,6370
0.13183537,0.94101924,6380
0.14260866,0.9380115,6390
0.11886916,0.94857174,6400
0.13071314,0.94304675,6410
0.12630877,0.94635296,6420
0.14029276,0.93801016,6430
0.14279228,0.9392649,6440
0.13904504,0.93779474,6450
0.13696863,0.9418169,6460
0.14522089,0.9329286,6470
0.11964149,0.9486427,6480
0.13328905,0.94012,6490
0.1320499,0.94165534,6500
0.120629914,0.9467077,6510
0.12808257,0.94457984,6520
0.13038869,0.94323725,6530
0.12278091,0.9473326,6540
0.16220702,0.9290346,6550
0.1390554,0.93959045,6560
0.14438567,0.93701166,6570
0.12859227,0.94127786,6580
0.1538268,0.93021244,6590
0.1747701,0.9252447,6600
0.14404228,0.9362677,6610
0.19298321,0.9121679,6620
0.13784537,0.94028836,6630
0.18601006,0.9143843,6640
0.17240946,0.9229219,6650
0.14509133,0.9382576,6660
0.15902059,0.93169135,6670
0.19037639,0.9163948,6680
0.1782493,0.9203467,6690
0.15564793,0.9294829,6700
0.1815059,0.9189314,6710
0.1688808,0.92377454,6720
0.15842523,0.9289993,6730
0.16559054,0.92409,6740
0.1611177,0.9313147,6750
0.16600242,0.92534965,6760
0.14861697,0.9340513,6770
0.17520061,0.9207752,6780
0.15825595,0.930685,6790
0.16881259,0.9249656,6800
0.14893605,0.9336384,6810
0.165554,0.92339593,6820
0.13123187,0.94048,6830
0.15082288,0.9307851,6840
0.13706638,0.93875384,6850
0.10892112,0.95336133,6860
0.14376178,0.9339047,6870
0.1397698,0.9347023,6880
0.13505405,0.93910813,6890
0.12928993,0.9432169,6900
0.14600493,0.93084186,6910
0.12384262,0.9466072,6920
0.17454223,0.9202945,6930
0.14846537,0.93306774,6940
0.15474369,0.93205965,6950
0.13287027,0.94244045,6960
0.14353286,0.9333678,6970
0.12749045,0.94388735,6980
0.14781378,0.933992,6990
0.14936982,0.93347114,7000
0.14294447,0.9345318,7010
0.16288035,0.9263734,7020
0.13718069,0.9368287,7030
0.13111521,0.9384995,7040
0.141761,0.9373103,7050
0.13901573,0.93908787,7060
0.12994395,0.9451935,7070
0.12541215,0.9470156,7080
0.14610516,0.9346878,7090
0.13235842,0.9447802,7100
0.117738396,0.9495638,7110
0.13087799,0.93997216,7120
0.16184558,0.92819095,7130
0.1420051,0.9404591,7140
0.13937104,0.93807316,7150
0.15612115,0.93006396,7160
0.13359624,0.94156057,7170
0.13202079,0.93998605,7180
0.13763922,0.93888474,7190
0.12553585,0.94614595,7200
0.14303945,0.9363441,7210
0.13552812,0.9426059,7220
0.15691783,0.93135554,7230
0.12897563,0.9426243,7240
0.15331298,0.9348682,7250
0.1409359,0.9374504,7260
0.14030118,0.9377506,7270
0.16141263,0.9293211,7280
0.11347249,0.95081896,7290
0.17517771,0.92280424,7300
0.14698921,0.9329579,7310
0.1789663,0.92035556,7320
0.16326699,0.9263292,7330
0.15439822,0.9320173,7340
0.170717,0.9233574,7350
0.17540134,0.922308,7360
0.17424116,0.919948,7370
0.16707265,0.92153454,7380
