epoch,acc,loss,val_acc,val_loss
0,0.9348487545919884,0.16771108593962197,0.9625517718493939,0.09419867345131934
1,0.9623555637795428,0.09404030360706363,0.9648659266531467,0.08685371561441571
2,0.9637406996752752,0.09038390312949499,0.9623363479971886,0.09410518479999155
3,0.9643085116800992,0.08844060162170835,0.9656847711652518,0.0848348751431331
4,0.9647253702407244,0.08777416229486584,0.9647977951914072,0.08709332004655153
