loss,acc,recall,precision,f1Score,batch
0.6697978258132935,0.6802587032318115,0.6742037057876586,0.6970808029174804,0.6844221711158752,4
0.5125090301036834,0.8213752746582031,0.8213752508163452,0.8213753223419189,0.8213752746582031,9
0.4456823289394379,0.8137308120727539,0.8137308120727539,0.8137308120727539,0.8137308359146118,14
0.4093433618545532,0.8239330291748047,0.8239330053329468,0.8239330291748047,0.8239330172538757,19
0.39638147354125974,0.828121280670166,0.828121280670166,0.828121280670166,0.828121280670166,24
0.37172259092330934,0.8341370582580566,0.8341370582580566,0.8341370820999146,0.8341370463371277,29
0.3541734039783478,0.8368988752365112,0.8368988752365112,0.8368988752365112,0.8368988633155823,34
0.3564233958721161,0.8273964881896972,0.8273964881896972,0.8273964881896972,0.8273964762687683,39
0.35938185453414917,0.8229649066925049,0.822964882850647,0.8229649066925049,0.8229649066925049,44
0.3414362967014313,0.8353439807891846,0.8353439569473267,0.8353439807891846,0.8353439688682556,49
0.30921814441680906,0.8590963840484619,0.8590963840484619,0.8590964078903198,0.8590963959693909,54
0.30017834305763247,0.8743596076965332,0.8743595838546753,0.8743596196174621,0.8743595957756043,59
0.26019689738750457,0.8929165124893188,0.892916488647461,0.8929165363311767,0.8929165124893188,64
0.2664260268211365,0.8886884689331055,0.8886884689331055,0.8886885166168212,0.8886884927749634,69
0.2558560371398926,0.893838620185852,0.893838620185852,0.893838620185852,0.8938386082649231,74
0.25260173380374906,0.8936603307723999,0.893660306930542,0.8936603307723999,0.8936603188514709,79
0.2345585882663727,0.9039194822311402,0.9039194822311402,0.9039195060729981,0.9039194822311402,84
0.24325198531150818,0.8952423334121704,0.8952423334121704,0.8952423572540283,0.8952423453330993,89
0.2155682384967804,0.9102569103240967,0.9102568864822388,0.9102569341659545,0.9102569222450256,94
0.22207726538181305,0.9059201240539551,0.9059201240539551,0.9059201240539551,0.9059201121330261,99
0.21492210030555725,0.9109248399734498,0.9109248399734498,0.9109248399734498,0.9109248399734498,104
0.20760349333286285,0.9116223096847534,0.9116223096847534,0.9116223335266114,0.9116223335266114,109
0.2066610962152481,0.9104606866836548,0.9104606866836548,0.9104607343673706,0.9104606986045838,114
0.21023589074611665,0.9178771495819091,0.9178771495819091,0.9178771495819091,0.9178771615028382,119
0.21096054315567017,0.9194896459579468,0.9194896459579468,0.9194896697998047,0.9194896578788757,124
0.2272515743970871,0.9114437818527221,0.9114437341690064,0.9114438056945801,0.9114437699317932,129
0.19143411219120027,0.9292182683944702,0.9292182683944702,0.9292182683944702,0.9292182564735413,134
0.2102253407239914,0.9168456554412842,0.9168456554412842,0.9168456554412842,0.9168456673622132,139
0.20134220123291016,0.922514820098877,0.922514820098877,0.9225148439407349,0.9225148320198059,144
0.18477279245853423,0.9282016277313232,0.9282016277313232,0.9282016277313232,0.9282016396522522,149
0.18606699705123902,0.926399540901184,0.926399540901184,0.926399540901184,0.9263995289802551,154
0.18953420221805573,0.9247138261795044,0.9247138261795044,0.9247138261795044,0.9247138261795044,159
0.18043851852416992,0.9302097082138061,0.9302097082138061,0.9302097082138061,0.9302097082138061,164
0.1763731211423874,0.932001280784607,0.932001280784607,0.932001280784607,0.9320012927055359,169
0.18520569503307344,0.9259297370910644,0.9259297370910644,0.9259297370910644,0.9259297370910644,174
0.16960422694683075,0.9345935821533203,0.9345935821533203,0.9345935821533203,0.9345935821533203,179
0.18379485607147217,0.9283685207366943,0.9283685207366943,0.9283685207366943,0.9283685207366943,184
0.1701687067747116,0.9336346626281739,0.9336346626281739,0.9336346626281739,0.9336346626281739,189
0.17292556166648865,0.931014108657837,0.931014108657837,0.931014108657837,0.931014108657837,194
0.17186676263809203,0.9292351484298706,0.9292351245880127,0.9292351484298706,0.9292351365089416,199
0.170662459731102,0.9306262016296387,0.9306262016296387,0.9306262016296387,0.9306262016296387,204
0.1572618693113327,0.9358767747879029,0.9358767747879029,0.9358767986297607,0.9358767867088318,209
0.1628818541765213,0.9331194162368774,0.9331194162368774,0.9331194162368774,0.9331194162368774,214
0.15200727581977844,0.9387725114822387,0.9387725114822387,0.9387725353240967,0.9387725234031677,219
0.15630897879600525,0.9354438781738281,0.9354438781738281,0.9354438781738281,0.9354438781738281,224
0.162814137339592,0.931949782371521,0.931949782371521,0.931949782371521,0.931949770450592,229
0.15573115646839142,0.936463451385498,0.936463451385498,0.936463451385498,0.9364634394645691,234
0.170814910531044,0.9277941942214966,0.9277941942214966,0.9277941942214966,0.9277941942214966,239
0.1659053832292557,0.9301976442337037,0.9301976442337037,0.9301976680755615,0.9301976561546326,244
0.16210732758045196,0.9325424671173096,0.9325424671173096,0.9325424671173096,0.9325424671173096,249
0.17862095236778258,0.9251869201660157,0.9251868963241577,0.9251869201660157,0.9251869201660157,254
