loss,acc,recall,precision,f1Score,val_loss,val_acc,val_recall,val_precision,val_f1Score,epoch
0.13947104304694058,0.938372475056166,0.9383724694841363,0.938372478377953,0.9383724737971016,0.13177994513608488,0.941287496890402,0.9412874934475345,0.9412875014091657,0.941287496890402,1
