Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,epoch
0.3179165236919904,0.8479900062084198,0.2136968731880188,0.9181051714079721,0
0.19935514391969433,0.9282894794889491,0.17056043488638742,0.9338094558034624,1
0.17656118744354454,0.9339388613220599,0.15879751656736646,0.9358021293367659,2
0.167253771649419,0.9351120672637611,0.15183632969856262,0.9392830218587603,3
0.15860334129856646,0.9367847228221756,0.14496131943804877,0.9397481407438005,4
