loss,acc,recall,precision,f1Score,batch
1.758862042427063,0.07461709976196289,8.039474487304687e-05,0.012010975554585458,0.00015846336355025415,4
1.4837176561355592,0.0886354923248291,2.0885467529296874e-05,0.006187371723353863,4.1591979606891985e-05,9
1.3864232540130614,0.1567554473876953,5.53131103515625e-06,0.019519313378259538,1.1052354943785759e-05,14
1.268619179725647,0.5200206756591796,4.8828125e-05,0.25742579698562623,9.763651214598213e-05,19
1.1523834705352782,0.6802791118621826,0.008054780960083007,0.9377377510070801,0.01582773516420275,24
1.0743133664131164,0.7241987705230712,0.1321868896484375,0.8956038951873779,0.22063622772693633,29
0.9773071646690369,0.7375847339630127,0.4277984142303467,0.814886212348938,0.5569188237190247,34
0.8866479516029357,0.7633573055267334,0.6210033416748046,0.7991236209869385,0.6981186509132385,39
0.8826372861862183,0.7580185890197754,0.6862881660461426,0.7744242548942566,0.7276150822639466,44
0.8752245783805848,0.7419491767883301,0.695531177520752,0.7563703179359436,0.7246723294258117,49
0.8438840627670288,0.7552248001098633,0.7107041358947754,0.7701485753059387,0.739217221736908,54
0.871889877319336,0.742740249633789,0.6921532630920411,0.757457160949707,0.7233142256736755,59
0.8357903718948364,0.7527515888214111,0.698880386352539,0.7638213515281678,0.729852819442749,64
0.8797740817070008,0.7299589157104492,0.6748762130737305,0.7472540497779846,0.7092114448547363,69
0.8394437432289124,0.7481062889099122,0.6857404232025146,0.762737238407135,0.7221795082092285,74
0.8877611637115479,0.7254180431365966,0.6523209095001221,0.7426373124122619,0.694524598121643,79
0.8647854804992676,0.7287453651428223,0.6625535011291503,0.7491827011108398,0.7031392097473145,84
0.8681726217269897,0.7263996601104736,0.6584762096405029,0.7427066802978516,0.6980457425117492,89
0.8478867173194885,0.7412553787231445,0.6799589633941651,0.7567168593406677,0.7162839531898498,94
0.8690669655799865,0.7324344635009765,0.6738096237182617,0.7491054654121398,0.709430742263794,99
0.8319261550903321,0.742293119430542,0.6806554317474365,0.756753146648407,0.716662609577179,104
0.8608538389205933,0.7326446056365967,0.6728136539459229,0.7458829283714294,0.7074431419372559,109
0.8588139772415161,0.7285466670989991,0.6661571979522705,0.7424188852310181,0.7022122502326965,114
0.8059230327606202,0.750919246673584,0.6911860466003418,0.7683057665824891,0.7276793479919433,119
0.8611579060554504,0.728831434249878,0.6628176689147949,0.7420963525772095,0.7001297235488891,124
0.8388907432556152,0.7332438468933106,0.6728903293609619,0.7493438243865966,0.7090452432632446,129
0.8208135962486267,0.7431275367736816,0.6830573558807373,0.7570270299911499,0.7180882096290588,134
0.8142619729042053,0.7486222743988037,0.68526291847229,0.7668347716331482,0.7236736536026,139
0.8207695841789245,0.7436534404754639,0.6814220428466797,0.7617732882499695,0.7193090796470643,144
0.8506040930747986,0.7240532875061035,0.6685788631439209,0.7388630867004394,0.7019368886947632,149
0.8944875001907349,0.7090616226196289,0.6531785488128662,0.7212501883506774,0.6855024933815003,154
0.8403468132019043,0.7311386108398438,0.6781867980957031,0.7489121317863464,0.7117697358131408,159
0.8200606822967529,0.741339921951294,0.6817774295806884,0.7571974277496338,0.7174890279769898,164
0.8399224281311035,0.7283074378967285,0.6684813022613525,0.7480689287185669,0.7059810757637024,169
0.8068987131118774,0.7518668651580811,0.6848719120025635,0.7662151098251343,0.7232471704483032,174
0.7887484431266785,0.7456987380981446,0.6947088718414307,0.7631585597991943,0.7272985816001892,179
0.7871808886528016,0.7541346549987793,0.7023692607879639,0.7704511284828186,0.7347950100898742,184
0.8068960905075073,0.7369039535522461,0.6944288730621337,0.7520806312561035,0.7220948696136474,189
0.7532665491104126,0.7636894702911377,0.7182206630706787,0.781543779373169,0.7485365152359009,194
0.8405141830444336,0.7268387794494628,0.6818332672119141,0.7398381233215332,0.7096469521522522,199
0.8200848340988159,0.7344895839691162,0.6773049354553222,0.7521868705749511,0.7127745270729064,204
0.7635000586509705,0.7589991569519043,0.7010264873504639,0.7772810697555542,0.7371457338333129,209
0.8800271391868592,0.7049945831298828,0.6455840110778809,0.7213125348091125,0.6813083767890931,214
0.7645645618438721,0.7572237014770508,0.7051102638244628,0.7749297857284546,0.7383461833000183,219
0.788095760345459,0.7447152614593506,0.6825914859771729,0.7685306549072266,0.7229756593704224,224
0.8495569109916687,0.7199174404144287,0.6655385017395019,0.739518666267395,0.7005686521530151,229
0.7753795504570007,0.7457169532775879,0.6998059749603271,0.7643417119979858,0.7306220650672912,234
0.8249038338661194,0.725129508972168,0.672844123840332,0.7406877040863037,0.7051142811775207,239
0.7524223089218139,0.7571647644042969,0.704975175857544,0.7752632379531861,0.738431453704834,244
0.7701275825500489,0.7457643032073975,0.6926173686981201,0.7652229785919189,0.7270944833755493,249
0.7840707540512085,0.745625114440918,0.6865763664245605,0.761921489238739,0.7222311735153198,254
0.8011168241500854,0.7278462886810303,0.6823040008544922,0.7488060832023621,0.7139554142951965,259
0.8446956038475036,0.7074786186218261,0.6514180183410645,0.7287649393081665,0.6878857731819152,264
0.7760311961174011,0.7457476139068604,0.6929967880249024,0.7677228927612305,0.7284244894981384,269
0.7358912825584412,0.7668819904327393,0.7137733459472656,0.7859134793281555,0.7480769634246827,274
0.8005830645561218,0.7218636989593505,0.6725209712982178,0.7486388921737671,0.7085387468338012,279
0.80324285030365,0.7250043392181397,0.671198558807373,0.7472287654876709,0.7071412682533265,284
0.7820689678192139,0.7362835884094239,0.6846426010131836,0.7604544997215271,0.7205062508583069,289
0.7650851607322693,0.748331880569458,0.6970347881317138,0.7729875206947326,0.7330179929733276,294
0.8162505745887756,0.7203418254852295,0.6555949687957764,0.7432892918586731,0.6966242074966431,299
0.7197672843933105,0.7671159267425537,0.7099765777587891,0.7946211934089661,0.7498809695243835,304
0.7174867033958435,0.7607120990753173,0.7144714832305908,0.7859016537666321,0.7484325528144836,309
0.7614926099777222,0.7371403694152832,0.6884042739868164,0.7617014646530151,0.7231489777565002,314
0.7251509904861451,0.7563824653625488,0.711929178237915,0.7814283728599548,0.7450407028198243,319
0.687562620639801,0.7702150821685791,0.7256057262420654,0.8004621028900146,0.7611594319343566,324
0.7430965900421143,0.7424505710601806,0.6936889171600342,0.7707301259040833,0.7301099896430969,329
0.7510193467140198,0.7356638431549072,0.6854888916015625,0.7712098360061646,0.725787341594696,334
0.7299476146697998,0.7481644153594971,0.6934453964233398,0.7837157487869263,0.7358177304267883,339
0.7226479291915894,0.7551609992980957,0.6976469993591309,0.7967088460922241,0.7438785314559937,344
0.7609739780426026,0.728583574295044,0.6682874679565429,0.7715207934379578,0.7159499526023865,349
0.7742639183998108,0.7169466495513916,0.6633958339691162,0.7721073150634765,0.7135590314865112,354
0.7226166486740112,0.7465296745300293,0.6801200389862061,0.8060192942619324,0.7374544501304626,359
0.7621859550476074,0.7243283748626709,0.6496775150299072,0.7942702174186707,0.7145723938941956,364
0.6844268798828125,0.755897855758667,0.6999808311462402,0.8175115466117859,0.7540268421173095,369
0.7395354509353638,0.7333132266998291,0.6664654731750488,0.7950943350791931,0.7250434756278992,374
0.6835661292076111,0.7624593734741211,0.6975676059722901,0.8133917570114135,0.7509926080703735,379
0.7006514668464661,0.7454100608825683,0.6801568031311035,0.8126285910606384,0.7403030157089233,384
0.727863872051239,0.7337480545043945,0.6647700309753418,0.8088158130645752,0.729735791683197,389
0.7029032945632935,0.7368665218353272,0.6775652885437011,0.8224242329597473,0.742897891998291,394
0.7237000584602356,0.7337266445159912,0.6582516193389892,0.8171114444732666,0.7290404200553894,399
0.7282936453819275,0.7230056285858154,0.6418771266937255,0.8257429003715515,0.7222155809402466,404
0.6818091750144959,0.7452454566955566,0.6799947261810303,0.8306249737739563,0.7475441813468933,409
0.6970192909240722,0.7394373893737793,0.6600204944610596,0.8302845478057861,0.7350787878036499,414
0.7335644364356995,0.7195706367492676,0.621784257888794,0.8333927154541015,0.7116839766502381,419
0.6630565643310546,0.7570744037628174,0.6604773044586182,0.8621722459793091,0.7476542234420777,424
0.6741729736328125,0.7455155849456787,0.670720100402832,0.8417016506195069,0.7461000204086303,429
0.6864623785018921,0.7318006992340088,0.6417360305786133,0.8568793892860412,0.7330399036407471,434
0.6595979690551758,0.7518986225128174,0.6521897792816163,0.8649833559989929,0.7433464288711548,439
0.6887610554695129,0.731926155090332,0.6176241874694824,0.8814513802528381,0.7260335206985473,444
0.704561197757721,0.7308908462524414,0.6341494560241699,0.8463649392127991,0.7249831080436706,449
0.6972786068916321,0.7263970851898194,0.6191776275634766,0.8649350643157959,0.7209670186042786,454
0.6607190847396851,0.7398016929626465,0.6323278427124024,0.888517189025879,0.7383230328559875,459
0.612829840183258,0.7774661540985107,0.6759001731872558,0.886869490146637,0.7671263337135314,464
0.6812651991844177,0.7358985900878906,0.6379498958587646,0.8647199392318725,0.7339596152305603,469
0.6241997361183167,0.7588923454284668,0.6589774131774903,0.8947052121162414,0.7585819482803344,474
0.674583089351654,0.73519287109375,0.6216646194458008,0.8826029539108277,0.7291463136672973,479
0.6823617696762085,0.746000337600708,0.6209102630615234,0.8708862423896789,0.7249216556549072,484
0.6321834444999694,0.7567667484283447,0.6604366302490234,0.8884173393249511,0.7573777556419372,489
