Loss,Accuracy,Recall,Precision,F1-Score,Batch
0.47568104,0.80963486,0.70941734,0.9220461,0.8014386,1565
0.4472525,0.8261375,0.73527163,0.9263215,0.819524,1570
0.5152226,0.79729986,0.6998477,0.91052294,0.7908654,1575
0.49706316,0.80312425,0.7017624,0.9171025,0.7948838,1580
0.47465277,0.8128925,0.7211786,0.9205949,0.8085169,1585
0.4805756,0.8090289,0.71516275,0.9159543,0.80291533,1590
0.45027146,0.8260271,0.73445565,0.9229784,0.8176158,1595
0.45581365,0.8198163,0.7269152,0.92968035,0.8153601,1600
0.4419231,0.82282734,0.736275,0.9249673,0.8194551,1605
0.48843428,0.80024344,0.7010755,0.91824317,0.79485244,1610
0.43994144,0.8282973,0.732693,0.9295314,0.8191803,1615
0.51265293,0.800246,0.68735296,0.91769844,0.7854073,1620
0.46715775,0.8129687,0.7296247,0.91552156,0.8115813,1625
0.50199,0.80453134,0.6954829,0.91552645,0.79027677,1630
0.48557678,0.8090432,0.72103024,0.90854263,0.80372435,1635
0.46466735,0.81737876,0.7252516,0.9284406,0.8142701,1640
0.4448451,0.82925296,0.7429526,0.92321163,0.8228163,1645
0.43622172,0.82657105,0.7537346,0.9222467,0.8291251,1650
0.4550965,0.82668906,0.73923826,0.9211821,0.8198138,1655
0.4964453,0.80139303,0.7075138,0.90744394,0.79463625,1660
0.50462055,0.79880923,0.7037205,0.9128217,0.79451877,1665
0.46044055,0.81918097,0.7204477,0.92604893,0.8097126,1670
0.45165887,0.81816584,0.729439,0.9224748,0.81446904,1675
0.44861612,0.8254748,0.733809,0.92157954,0.8168251,1680
0.43965292,0.8244912,0.7406726,0.92563087,0.82272005,1685
0.47113776,0.8065634,0.7289743,0.9096284,0.8090518,1690
0.46748427,0.8139867,0.7258633,0.914658,0.80919653,1695
0.4686058,0.8169567,0.73463076,0.9081137,0.8119438,1700
0.4653302,0.81918615,0.7212379,0.9191232,0.80802536,1705
0.46319094,0.81189704,0.72496694,0.9235096,0.8120362,1710
0.43973365,0.8224213,0.743396,0.9227564,0.8222707,1715
0.4642199,0.81334287,0.7383831,0.9135437,0.8164234,1720
0.49515948,0.8009157,0.72214895,0.894708,0.79889804,1725
0.42027357,0.8356063,0.75839263,0.9253862,0.83334726,1730
0.44834176,0.8221786,0.7344935,0.92216414,0.81730956,1735
0.45722866,0.82316905,0.7261862,0.9177212,0.8106124,1740
0.48899212,0.80668193,0.7088421,0.9131229,0.7979179,1745
0.47338247,0.8144479,0.7241137,0.91187024,0.8066302,1750
0.49669078,0.80761546,0.7024033,0.91002154,0.7925389,1755
0.44798207,0.8232892,0.73369074,0.9229705,0.8171482,1760
0.43997434,0.82303333,0.7391725,0.92634827,0.82140106,1765
0.47008383,0.8169567,0.7304325,0.9187426,0.81354904,1770
0.46175596,0.81845975,0.73272437,0.9201488,0.8155636,1775
0.50498337,0.79490715,0.71010226,0.89982146,0.7930856,1780
0.4789046,0.80988306,0.7199084,0.90953463,0.80312616,1785
0.44706634,0.823109,0.7375725,0.92628497,0.82064456,1790
0.48892236,0.80218863,0.7150812,0.9022142,0.7977578,1795
0.45121002,0.81721157,0.73713905,0.92308265,0.8193784,1800
0.42904243,0.83169645,0.7522011,0.92036945,0.82744485,1805
0.46609688,0.81282204,0.72029775,0.9200677,0.80749106,1810
0.48614737,0.80870515,0.7174344,0.9124201,0.8031967,1815
0.43032977,0.8347218,0.7567203,0.91509867,0.8279477,1820
0.4825206,0.81056577,0.7209425,0.9138346,0.80522555,1825
0.40286803,0.8447524,0.7652831,0.9306763,0.839753,1830
0.49940953,0.80439496,0.70494395,0.9135639,0.7955866,1835
0.5209339,0.7896622,0.6977146,0.8988643,0.785448,1840
0.48666295,0.8046352,0.7184582,0.90057915,0.7985489,1845
0.4486182,0.82643265,0.73383504,0.9245212,0.8179772,1850
0.42243996,0.8423724,0.7508814,0.9272612,0.829468,1855
0.4906076,0.80631566,0.71294355,0.90305,0.79646724,1860
0.50001436,0.804257,0.7084298,0.91017145,0.79667515,1865
0.46278277,0.8096717,0.72826004,0.91838175,0.8121895,1870
0.4934093,0.79888076,0.7097228,0.9100912,0.79736924,1875
0.43252698,0.82642215,0.7435858,0.92440623,0.8241315,1880
0.47477064,0.81454164,0.72438645,0.91185707,0.807142,1885
0.49798778,0.80203146,0.706412,0.90895146,0.7946897,1890
0.44921637,0.8216813,0.7374514,0.91703814,0.81713325,1895
0.5074001,0.80584407,0.69843465,0.91449875,0.7917325,1900
0.49734792,0.8001716,0.71616393,0.9049867,0.79934984,1905
0.51315016,0.7951062,0.7029453,0.90199965,0.7899992,1910
0.48003116,0.8162423,0.7129085,0.9143989,0.80100495,1915
0.4912442,0.79861933,0.71061057,0.9089822,0.7975335,1920
0.44504094,0.8203904,0.7418964,0.9161511,0.8195483,1925
0.47261366,0.81743234,0.71337646,0.91995555,0.80333656,1930
0.4965651,0.8063891,0.7122329,0.9054175,0.79702264,1935
0.50851303,0.79602975,0.70587254,0.89928776,0.7908315,1940
0.4687909,0.8127958,0.72508764,0.90943974,0.80617523,1945
0.47179374,0.8143332,0.71955496,0.915922,0.8055187,1950
0.49053112,0.81134653,0.705539,0.9127795,0.7957318,1955
0.46119228,0.81912684,0.7305036,0.91349244,0.81132215,1960
0.4738113,0.8077801,0.7142852,0.90813226,0.7994123,1965
0.53170437,0.79039955,0.6858506,0.8971097,0.776885,1970
0.46929172,0.8078847,0.72563165,0.90539235,0.80525154,1975
0.50004005,0.7989037,0.69901323,0.9078779,0.7882535,1980
0.490152,0.80938023,0.71387345,0.9038566,0.79724246,1985
0.5008826,0.794391,0.70356697,0.9018877,0.7902257,1990
0.47789803,0.8069485,0.7210949,0.9083092,0.80370593,1995
0.5096453,0.79869443,0.6947686,0.9014304,0.78428644,2000
0.44182444,0.83071756,0.7486039,0.92333,0.8265508,2005
0.40507662,0.8457431,0.7663662,0.9266019,0.8385589,2010
0.43109632,0.82948613,0.75672764,0.9160276,0.8283326,2015
0.5115512,0.7945681,0.69797945,0.9036741,0.78662187,2020
0.45573077,0.8217058,0.7228124,0.9190441,0.80887985,2025
0.48585963,0.8091731,0.722795,0.9062949,0.80390066,2030
0.4895648,0.8074677,0.7219452,0.899615,0.8004985,2035
0.5040176,0.8003428,0.70531064,0.90215063,0.79109436,2040
0.44761074,0.8247816,0.7403836,0.91216654,0.8168574,2045
0.47217,0.80904937,0.7249334,0.91056275,0.80648255,2050
0.5149305,0.79556257,0.6991605,0.8994146,0.7864163,2055
0.4539485,0.81984,0.73176163,0.9167199,0.8136664,2060
0.4655489,0.82075644,0.7280438,0.9159129,0.8109248,2065
0.48783424,0.81285596,0.72290593,0.9086478,0.805079,2070
0.5350756,0.7826023,0.687542,0.894919,0.7774009,2075
0.46492782,0.81741184,0.7406021,0.9031334,0.8134384,2080
0.4593557,0.81909513,0.7344081,0.91286963,0.8137788,2085
0.49570438,0.80637765,0.7224138,0.90186685,0.8014017,2090
0.49917206,0.8005405,0.70924497,0.9112794,0.79722196,2095
0.4679227,0.8187878,0.729661,0.90972,0.80916876,2100
0.5015375,0.79666305,0.71326613,0.89693505,0.79447484,2105
0.48082447,0.80758065,0.72011465,0.9116059,0.8045228,2110
0.45938912,0.8192356,0.73474675,0.9138438,0.8144272,2115
0.48433742,0.8111193,0.7239294,0.9082307,0.80547833,2120
0.51060206,0.7972732,0.7014554,0.90131116,0.7886384,2125
0.45640132,0.8168192,0.73793536,0.9117713,0.81500655,2130
0.5261311,0.7925877,0.69801855,0.8925948,0.78339237,2135
0.47554573,0.8124253,0.7185877,0.9141076,0.80398273,2140
0.46695194,0.81548554,0.72585696,0.91688687,0.80969167,2145
0.48554623,0.8076909,0.716186,0.9077218,0.80028516,2150
0.51630694,0.796381,0.7076269,0.893542,0.7896432,2155
