loss,RMSE,mean_absolute_error,batch
0.005334951635450125,0.07262576892971992,0.03633193075656891,4
0.005083425622433424,0.06941365748643875,0.035733326151967046,9
0.0051143508404493335,0.0711389034986496,0.03829661682248116,14
0.004258204204961658,0.06511004120111466,0.034539446234703064,19
0.0038354190532118083,0.06178891658782959,0.0336633026599884,24
0.004730557929724455,0.0685985267162323,0.034396841377019885,29
0.00491134338080883,0.06964467540383339,0.037005439028143884,34
0.005112152546644211,0.07042313292622567,0.03660333976149559,39
0.006408965028822422,0.07990081161260605,0.042493903636932374,44
0.004976325342431665,0.07013294622302055,0.038355326652526854,49
0.005376158002763987,0.07326955497264862,0.041728758811950685,54
0.004573156125843525,0.06684698536992073,0.03829175643622875,59
0.004544127872213722,0.06698565259575844,0.03756552040576935,64
0.005820909235626459,0.07613802254199982,0.042459764331579206,69
0.0053956336341798306,0.07246032655239106,0.0394177109003067,74
0.005470954487100244,0.07363264262676239,0.04032855033874512,79
0.0044124539010226725,0.06567115858197212,0.036521267145872116,84
0.006459642760455608,0.07967065870761872,0.0423890620470047,89
0.006333252787590027,0.07906068712472916,0.04038331061601639,94
0.00443814299069345,0.06620043590664863,0.03578052744269371,99
0.0064886949956417085,0.08013618886470794,0.04177391529083252,104
0.006155367568135261,0.07803500294685364,0.041472962498664855,109
0.005799592472612858,0.07578692436218262,0.04065571129322052,114
0.006298932712525129,0.07916662245988845,0.04175133109092712,119
0.005610046815127135,0.07390581592917442,0.04000046961009503,124
0.00401494768448174,0.06201535612344742,0.03238988257944584,129
0.004102201666682959,0.06393268257379532,0.03352269306778908,134
0.00410649566911161,0.06321897134184837,0.03407371826469898,139
0.004422920010983944,0.06609019264578819,0.033936092257499696,144
0.004450221778824925,0.06581005975604057,0.03239534944295883,149
0.004307357361540198,0.06497065201401711,0.03247084096074104,154
0.0053957226686179634,0.07315407693386078,0.03541086986660957,159
0.003209054749459028,0.056410187482833864,0.027516382187604903,164
0.003822171106003225,0.060815975069999695,0.03023688420653343,169
0.004081936599686742,0.06361994966864586,0.03203471153974533,174
0.004027293901890517,0.06261056810617446,0.032115203142166135,179
0.004142569936811924,0.06429443806409836,0.03218248449265957,184
0.002851692773401737,0.05280356854200363,0.02615448571741581,189
0.0030735435895621775,0.055093865096569064,0.027558420598506928,194
0.004445903282612562,0.06589015647768974,0.03184933587908745,199
0.005379624664783478,0.0709709994494915,0.03504420332610607,204
0.0038824652787297965,0.061462248861789706,0.030514296516776084,209
0.0054049720522016285,0.0729737937450409,0.03611909151077271,214
0.004990536905825138,0.07030193135142326,0.034886975586414334,219
0.0035812731366604567,0.05928574874997139,0.029932835325598716,224
0.003183941822499037,0.05594286248087883,0.02783406972885132,229
0.0037567520048469305,0.0597026914358139,0.028930703550577162,234
0.0032336947275325655,0.05616220012307167,0.02871270664036274,239
0.004785264050588012,0.06883375644683838,0.03519041016697884,244
0.004483545245602727,0.06619347631931305,0.03433278538286686,249
0.004923237999901175,0.06909679695963859,0.034632495045661925,254
0.004890151508152485,0.06958372816443444,0.03369630798697472,259
0.004359023552387953,0.06516191437840461,0.034616685658693316,264
0.005284824129194021,0.07216945588588715,0.03740867339074612,269
0.005268036480993032,0.07226833999156952,0.03507794588804245,274
0.005195512343198061,0.07167690992355347,0.03897611871361732,279
0.0039268775377422575,0.06237860694527626,0.03283376283943653,284
0.005556934606283903,0.07428538650274277,0.03784553930163383,289
0.004077375680208206,0.06327998116612435,0.035836079716682435,294
0.004299670876935125,0.06513107642531395,0.03691035211086273,299
0.0039199691265821455,0.06225399598479271,0.03460586741566658,304
0.004215208534151316,0.06443004086613655,0.03481331542134285,309
0.004114853218197823,0.06377428546547889,0.03525584042072296,314
0.004547500843182206,0.0666506089270115,0.034310728311538696,319
0.005954431928694248,0.07668034285306931,0.03751115426421166,324
0.0041911395266652106,0.0642462894320488,0.032606322318315506,329
0.0062506160698831085,0.07848436906933784,0.037768518179655076,334
0.0058645234443247315,0.07608213424682617,0.03753556795418263,339
0.005194270890206099,0.07162229865789413,0.034608785063028336,344
0.0052991297096014025,0.07055336833000184,0.03699053004384041,349
0.0058984479401260614,0.07603451013565063,0.03758618161082268,354
0.004789593396708369,0.06680501326918602,0.035134000703692436,359
0.00582871688529849,0.07608254849910737,0.04272598996758461,364
0.004323015594854951,0.06517442315816879,0.03558507151901722,369
0.004119741823524236,0.06376040279865265,0.03353184089064598,374
0.0048398710787296295,0.06871875002980232,0.03631819970905781,379
0.004476855555549264,0.06640601605176925,0.036463136598467824,384
0.005013553705066442,0.07061350122094154,0.038529147207736966,389
0.005141122359782457,0.07132000476121902,0.03933855965733528,394
0.0037163136526942252,0.06070943996310234,0.03140433169901371,399
0.0036560858599841593,0.06025795489549637,0.03065498247742653,404
0.0034270241856575014,0.05842559039592743,0.028497931733727454,409
0.0045776769518852236,0.0674308106303215,0.035802208632230756,414
0.005139703722670674,0.07115022689104081,0.036025524511933325,419
0.002897649956867099,0.05371202677488327,0.02922327145934105,424
0.004364780383184552,0.06592791453003884,0.03438288234174251,429
0.003771863458678126,0.061361133307218554,0.030525225028395653,434
0.0036286235321313144,0.06013733446598053,0.029241802543401717,439
0.004786065267398954,0.06859548762440681,0.034178943186998365,444
0.003934266651049257,0.0615346260368824,0.031047165766358374,449
0.0035474427044391633,0.05894064232707023,0.029472210630774497,454
0.0038234945852309464,0.061428339779376985,0.031788868457078935,459
0.0047660649754107,0.06846179813146591,0.03384308740496635,464
0.004612484714016318,0.06725003719329833,0.03234607353806496,469
0.00414444636553526,0.06400383040308952,0.03412841595709324,474
0.006544863246381283,0.08053321540355682,0.04364048093557358,479
0.007386869005858898,0.08554968386888503,0.048120231926441194,484
0.006654080469161272,0.08100362569093704,0.04560829028487205,489
0.006802064832299948,0.08177811801433563,0.044450337439775466,494
0.005493805278092623,0.07403522133827209,0.040962628275156024,499
0.006544184125959873,0.08080277144908905,0.045962809771299365,504
0.00634458614513278,0.07947385907173157,0.045334691554307936,509
0.004961810843087733,0.0674356035888195,0.03606896512210369,514
0.00400748522952199,0.06311932280659675,0.031604330986738205,519
0.004004260338842869,0.06269320994615554,0.032528366148471835,524
0.003726406814530492,0.06091220900416374,0.03163742125034332,529
0.0037486471701413393,0.06046909391880036,0.03049645945429802,534
0.003792742546647787,0.06046256348490715,0.030351412668824195,539
0.0027358914725482465,0.05146117061376572,0.027732642367482185,544
0.003374187694862485,0.057628461718559267,0.030153218656778336,549
0.004402457689866424,0.06497760713100434,0.03342813588678837,554
