loss,acc,recall,precision,f1Score,batch
0.6159502565860748,0.7681133866310119,0.7363474488258361,0.8021268486976624,0.7678199172019958,4
0.5150463461875916,0.8065236330032348,0.7794386863708496,0.8328450441360473,0.8052470088005066,9
0.6591448307037353,0.7481793165206909,0.7173378348350525,0.7738932251930237,0.7445270776748657,14
0.5975072622299195,0.7790865063667297,0.753463339805603,0.8037952661514283,0.7777991414070129,19
0.5256198406219482,0.8031886696815491,0.7789030075073242,0.8293276071548462,0.8033202290534973,24
0.6472005128860474,0.7621525049209594,0.7332582473754883,0.786323881149292,0.7587733268737793,29
0.4839389741420746,0.8151847362518311,0.7806540966033936,0.8485840678215026,0.8130945324897766,34
0.5169805109500885,0.7953845262527466,0.7671077489852905,0.8186540246009827,0.7919991135597229,39
0.5294658780097962,0.7882572412490845,0.7596997141838073,0.8213253378868103,0.7891464710235596,44
0.5629118025302887,0.7827691674232483,0.756630253791809,0.806383466720581,0.7806299686431885,49
0.615701538324356,0.7712990403175354,0.744682002067566,0.795702064037323,0.769329309463501,54
0.6306099534034729,0.7554054856300354,0.7272526144981384,0.7786173820495605,0.752024793624878,59
0.5681357085704803,0.7762261867523194,0.7442989110946655,0.8022452116012573,0.7721509575843811,64
0.6269903242588043,0.7651532053947449,0.7375779271125793,0.7899740934371948,0.7627168416976928,69
0.6067490220069885,0.7596268653869629,0.7340205788612366,0.7823376536369324,0.7573368191719055,74
0.5362422943115235,0.7994325876235961,0.7761419653892517,0.8176485061645508,0.7963149428367615,79
0.6116711914539337,0.7631888628005982,0.7337556958198548,0.8004003405570984,0.7653845548629761,84
0.6570211887359619,0.74005047082901,0.7043096899986268,0.7701461315155029,0.7357058048248291,89
0.6259328424930573,0.7650691628456116,0.7384521484375,0.7901902437210083,0.7633487701416015,94
0.5750910341739655,0.7776875972747803,0.7500728368759155,0.8013674259185791,0.7748474597930908,99
0.5729928314685822,0.7762833595275879,0.7449692964553833,0.8043488740921021,0.773480498790741,104
0.6463328838348389,0.7354817628860474,0.7032598853111267,0.7564946413040161,0.728865385055542,109
0.6170046627521515,0.7706951856613159,0.7366772532463074,0.7960964202880859,0.76512291431427,114
0.5408983528614044,0.7909122586250306,0.767257297039032,0.8088650703430176,0.787499976158142,119
0.5886830449104309,0.7716752290725708,0.7387388229370118,0.7984514474868775,0.7674187898635865,124
