loss,acc,recall,precision,f1Score,val_loss,val_acc,val_recall,val_precision,val_f1Score,epoch
0.13862395434633648,0.9387707146380445,0.9387707094923198,0.9387707167820964,0.9387707121187835,0.1318087923353997,0.9412253248518792,0.9412253196688666,0.9412253317625626,0.9412253239880437,1
