Loss,Accuracy,Recall,Precision,F1-Score,Batch
0.19211853,0.9274922,0.9274922,0.9274922,0.9274922,535
0.18057851,0.9322942,0.9322942,0.9322942,0.9322942,540
0.19589496,0.9266282,0.9266282,0.9266282,0.9266282,545
0.18426163,0.92510086,0.92510086,0.92510086,0.92510086,550
0.18267511,0.92605114,0.92605114,0.92605114,0.92605114,555
0.17644425,0.92981106,0.92981106,0.92981106,0.92981106,560
0.20017461,0.9223785,0.9223785,0.9223785,0.9223785,565
0.20751132,0.9203276,0.9203276,0.9203276,0.9203276,570
0.20650934,0.92098266,0.92098266,0.92098266,0.92098266,575
0.19382732,0.92816347,0.92816347,0.92816347,0.92816347,580
0.1672823,0.94241303,0.94241303,0.94241303,0.94241303,585
0.1552265,0.9463882,0.9463882,0.9463882,0.9463882,590
0.15739663,0.9443894,0.9443894,0.9443894,0.9443894,595
0.19438566,0.9167592,0.9167592,0.9167592,0.9167592,600
0.18945803,0.92363685,0.92363685,0.92363685,0.92363685,605
0.18872179,0.9250503,0.9250503,0.9250503,0.9250503,610
0.1695698,0.93468887,0.93468887,0.93468887,0.93468887,615
0.15089007,0.94460064,0.94460064,0.94460064,0.94460064,620
0.15952611,0.9404054,0.9404054,0.9404054,0.9404054,625
0.17719768,0.9359091,0.9359091,0.9359091,0.9359091,630
0.19595677,0.9317662,0.9317662,0.9317662,0.9317662,635
0.19288723,0.9303259,0.9303259,0.9303259,0.9303259,640
0.17938983,0.9327219,0.9327219,0.9327219,0.9327219,645
0.15474461,0.9415216,0.9415216,0.9415216,0.9415216,650
0.15019317,0.9412821,0.9412821,0.9412821,0.9412821,655
0.14818259,0.9420783,0.9420783,0.9420783,0.9420783,660
0.17686327,0.93381447,0.93381447,0.93381447,0.93381447,665
0.1691892,0.9352909,0.9352909,0.9352909,0.9352909,670
0.16887689,0.9363699,0.9363699,0.9363699,0.9363699,675
0.16349137,0.94092494,0.94092494,0.94092494,0.94092494,680
0.16359617,0.94205123,0.9420512,0.94205123,0.9420512,685
0.1582,0.9452478,0.9452478,0.9452478,0.9452478,690
0.15961215,0.946841,0.946841,0.94684106,0.94684106,695
0.1629894,0.9425618,0.9425618,0.9425618,0.9425618,700
0.16287084,0.94198734,0.94198734,0.94198734,0.94198734,705
0.15832907,0.94130343,0.94130343,0.94130343,0.94130343,710
0.15334345,0.9336007,0.9336007,0.9336007,0.9336007,715
0.15349124,0.9356661,0.9356661,0.9356661,0.9356661,720
0.15764797,0.93159467,0.93159467,0.93159467,0.93159467,725
0.17696826,0.93512696,0.93512696,0.93512696,0.93512696,730
0.18409227,0.9335446,0.9335446,0.9335446,0.9335446,735
0.18544023,0.93342024,0.93342024,0.93342024,0.93342024,740
0.1633995,0.9297807,0.9297807,0.9297807,0.9297807,745
0.15567362,0.9420665,0.9420665,0.9420665,0.9420665,750
0.16184892,0.94179946,0.94179946,0.94179946,0.94179946,755
0.1544219,0.9448073,0.9448073,0.9448073,0.9448073,760
0.17123075,0.9358096,0.9358096,0.9358096,0.9358096,765
0.1660614,0.9393752,0.9393752,0.9393752,0.93937534,770
0.17466283,0.93571615,0.9357161,0.93571615,0.93571615,775
0.17307575,0.9286323,0.9286323,0.9286323,0.9286323,780
0.16715263,0.9317622,0.9317622,0.9317622,0.9317622,785
0.17354007,0.92823976,0.92823976,0.92823976,0.92823976,790
0.1687916,0.93360585,0.93360585,0.93360585,0.93360585,795
0.15332107,0.9416194,0.9416194,0.9416194,0.9416194,800
0.15447408,0.9393584,0.9393584,0.9393584,0.9393584,805
0.15105523,0.9419953,0.9419953,0.9419953,0.9419953,810
0.14654128,0.94736624,0.94736624,0.94736624,0.94736624,815
0.14802594,0.9479926,0.9479926,0.9479926,0.9479926,820
0.15244283,0.94510704,0.94510704,0.94510704,0.94510704,825
0.14932035,0.9420931,0.9420931,0.9420931,0.9420931,830
0.1444009,0.94204855,0.94204855,0.94204855,0.94204855,835
0.14596118,0.9405516,0.9405516,0.9405516,0.9405516,840
0.16005518,0.9371137,0.9371137,0.9371137,0.9371137,845
0.15820496,0.9389023,0.9389023,0.9389023,0.9389023,850
0.16062705,0.9386039,0.9386039,0.9386039,0.9386039,855
0.17152663,0.93188614,0.93188614,0.93188614,0.93188614,860
0.18177092,0.92770296,0.92770296,0.92770296,0.92770296,865
0.17353505,0.93282413,0.93282413,0.93282413,0.93282413,870
0.1667883,0.9351533,0.9351533,0.9351533,0.9351533,875
0.19442837,0.9220748,0.9220748,0.9220748,0.9220748,880
0.19489832,0.9227092,0.9227092,0.9227092,0.9227092,885
0.19342732,0.9240925,0.9240925,0.9240925,0.9240925,890
0.19006382,0.9260884,0.9260884,0.9260884,0.9260884,895
0.18469368,0.93122154,0.93122154,0.93122154,0.93122154,900
0.17459841,0.9370683,0.9370683,0.9370683,0.9370683,905
0.18587565,0.9241946,0.9241946,0.9241946,0.9241946,910
0.1774926,0.9265451,0.9265451,0.9265451,0.9265451,915
0.17677498,0.9259421,0.9259421,0.9259421,0.9259421,920
0.17256455,0.92797256,0.92797256,0.92797256,0.92797256,925
0.18348996,0.9239374,0.9239374,0.9239374,0.9239374,930
0.17699547,0.9256852,0.9256852,0.9256852,0.9256852,935
0.18110752,0.9239455,0.9239455,0.9239456,0.9239455,940
0.15103336,0.94575197,0.94575197,0.94575197,0.94575197,945
0.13922115,0.9504861,0.9504861,0.9504861,0.9504861,950
0.14949545,0.94382876,0.94382876,0.94382876,0.94382876,955
0.17145975,0.9298711,0.9298711,0.9298711,0.9298711,960
0.1685165,0.9355405,0.9355405,0.9355405,0.9355405,965
0.17215008,0.93090695,0.93090695,0.93090695,0.93090695,970
0.16659068,0.93116647,0.93116647,0.93116647,0.93116665,975
0.16393992,0.93102974,0.93102974,0.93102974,0.93102974,980
0.16435687,0.93292046,0.93292046,0.93292046,0.93292046,985
0.16528444,0.9332405,0.9332405,0.9332405,0.9332405,990
0.16538851,0.93874687,0.93874687,0.93874687,0.9387469,995
0.17510228,0.93525195,0.93525195,0.93525195,0.9352519,1000
0.17162745,0.9329794,0.9329794,0.9329794,0.9329794,1005
0.14981687,0.9400172,0.9400172,0.9400172,0.9400172,1010
0.14297332,0.9434802,0.9434802,0.94348025,0.94348025,1015
0.14476974,0.94321185,0.94321185,0.94321185,0.94321185,1020
0.14541964,0.9467656,0.9467656,0.9467656,0.9467656,1025
0.15020655,0.9445035,0.9445035,0.9445035,0.9445035,1030
0.14591406,0.94629127,0.94629127,0.94629127,0.94629127,1035
0.14635001,0.9451769,0.9451769,0.9451769,0.9451769,1040
0.13820703,0.94522524,0.94522524,0.94522524,0.94522524,1045
0.15019603,0.9425666,0.9425666,0.9425666,0.9425666,1050
0.15002646,0.941159,0.941159,0.941159,0.941159,1055
0.14912273,0.9337678,0.9337678,0.9337678,0.9337678,1060
0.15042289,0.93424106,0.93424106,0.93424106,0.93424106,1065
0.14052635,0.93960524,0.93960524,0.93960524,0.93960524,1070
0.15355742,0.9396724,0.9396724,0.9396724,0.9396724,1075
0.14937402,0.9406864,0.9406864,0.9406864,0.9406864,1080
0.16440514,0.9323036,0.9323036,0.9323036,0.9323036,1085
0.16546969,0.9263459,0.9263459,0.9263459,0.9263459,1090
0.17382802,0.934048,0.934048,0.934048,0.934048,1095
0.16759892,0.93418854,0.93418854,0.93418854,0.93418854,1100
0.17388289,0.93419695,0.93419695,0.93419695,0.93419695,1105
0.14170294,0.94115305,0.94115305,0.94115305,0.94115305,1110
0.13392061,0.9450293,0.9450293,0.9450293,0.94502944,1115
0.13618213,0.9441485,0.9441485,0.9441485,0.9441485,1120
0.15410922,0.9400011,0.9400011,0.9400011,0.9400011,1125
0.15845539,0.93753606,0.93753606,0.93753606,0.93753606,1130
0.15642452,0.9393683,0.9393683,0.9393683,0.9393683,1135
0.16360809,0.9340601,0.9340601,0.9340601,0.9340601,1140
0.18335427,0.92500883,0.9250088,0.92500883,0.92500883,1145
0.18457712,0.9224245,0.9224245,0.9224245,0.9224245,1150
0.18338402,0.9233375,0.9233375,0.9233375,0.9233375,1155
