loss,acc,recall,precision,f1Score,val_loss,val_acc,val_recall,val_precision,val_f1Score,epoch
0.14444005958360734,0.9373948529041071,0.9373948503312447,0.937394856120185,0.9373948535473227,0.13378836020179416,0.9414141074470852,0.9414141039917434,0.9414141126300978,0.9414141100385914,1
