loss,acc,recall,precision,f1Score,val_loss,val_acc,val_recall,val_precision,val_f1Score,epoch
0.695674692,0.730918222,0.671352708,0.77565729,0.718064687,0.566849525,0.786746101,0.761038812,0.810967086,0.785139353,0
